words,pos,stemmed,type
ulterior,adj,n,strongsubj
ultimatum,noun,n,strongsubj
ultimatums,adj,n,strongsubj
ultimatums,noun,n,strongsubj
ultra-hardline,adj,n,strongsubj
ultra-hardline,noun,n,strongsubj
unable,adj,n,weaksubj
unacceptable,adj,n,strongsubj
unacceptablely,anypos,n,strongsubj
unaccustomed,adj,n,weaksubj
unattractive,adj,n,strongsubj
unauthentic,adj,n,weaksubj
unavailable,adj,n,weaksubj
unavoidable,adj,n,weaksubj
unavoidably,adverb,n,weaksubj
unbearable,adj,n,strongsubj
unbearablely,adverb,n,strongsubj
unbelievable,anypos,n,strongsubj
unbelievably,anypos,n,strongsubj
uncertain,adj,n,weaksubj
uncivil,adj,n,strongsubj
uncivilized,adj,n,strongsubj
uncivilized,noun,n,strongsubj
unclean,adj,n,strongsubj
unclear,adj,n,weaksubj
uncollectible,adj,n,weaksubj
uncomfortable,adj,n,weaksubj
uncompetitive,adj,n,weaksubj
uncompromising,adj,n,strongsubj
uncompromisingly,anypos,n,strongsubj
unconfirmed,adj,n,weaksubj
unconstitutional,adj,n,weaksubj
uncontrolled,adj,n,weaksubj
unconvincing,adj,n,strongsubj
unconvincingly,anypos,n,strongsubj
uncouth,adj,n,strongsubj
undecided,adj,n,weaksubj
undefined,adj,n,weaksubj
undependability,noun,n,strongsubj
undependable,adj,n,strongsubj
underdog,adj,n,strongsubj
underdog,noun,n,strongsubj
underestimate,verb,y,strongsubj
underlings,adj,n,strongsubj
underlings,noun,n,strongsubj
undermine,verb,y,strongsubj
underpaid,adj,n,weaksubj
undesirable,adj,n,strongsubj
undetermined,adj,n,weaksubj
undid,verb,n,weaksubj
undignified,adj,n,strongsubj
undo,verb,n,weaksubj
undocumented,adj,n,weaksubj
undone,verb,n,weaksubj
undue,adj,n,strongsubj
unease,adj,n,strongsubj
unease,noun,n,strongsubj
uneasily,anypos,n,strongsubj
uneasiness,adj,n,strongsubj
uneasiness,noun,n,strongsubj
uneasy,adj,n,strongsubj
uneconomical,adj,n,weaksubj
unequal,anypos,y,strongsubj
unethical,adj,n,strongsubj
uneven,adj,n,weaksubj
uneventful,adj,n,weaksubj
unexpected,adj,n,weaksubj
unexpectedly,anypos,y,strongsubj
unexplained,adj,n,weaksubj
unfair,adj,n,strongsubj
unfairly,adverb,n,strongsubj
unfaithful,adj,n,strongsubj
unfaithfully,adverb,n,strongsubj
unfamiliar,anypos,n,weaksubj
unfavorable,anypos,n,strongsubj
unfeeling,adj,n,strongsubj
unfinished,adj,n,weaksubj
unfit,adj,n,strongsubj
unforeseen,adj,n,weaksubj
unfortunate,anypos,n,strongsubj
unfortunately,anypos,y,strongsubj
unfounded,adj,n,strongsubj
unfriendly,adj,n,strongsubj
unfulfilled,adj,n,weaksubj
unfunded,adj,n,weaksubj
ungrateful,adj,n,strongsubj
ungovernable,adj,n,strongsubj
ungovernable,noun,n,strongsubj
unhappily,adverb,n,strongsubj
unhappiness,noun,n,strongsubj
unhappy,adj,n,strongsubj
unhealthy,adj,n,weaksubj
unilateralism,adj,n,strongsubj
unilateralism,noun,n,strongsubj
unimaginable,adj,n,strongsubj
unimaginably,anypos,n,strongsubj
unimportant,adj,n,strongsubj
uninformed,adj,n,weaksubj
uninsured,adj,n,weaksubj
unipolar,adj,n,strongsubj
unipolar,noun,n,strongsubj
unjust,adj,n,strongsubj
unjustifiable,adj,n,strongsubj
unjustifiably,anypos,n,strongsubj
unjustified,adj,n,weaksubj
unjustly,anypos,y,strongsubj
unkind,adj,n,strongsubj
unkindly,adverb,n,strongsubj
unlamentable,anypos,n,strongsubj
unlamentably,anypos,n,strongsubj
unlawful,adj,n,weaksubj
unlawfully,adverb,n,weaksubj
unlawfulness,adj,n,weaksubj
unlawfulness,noun,n,weaksubj
unleash,verb,y,strongsubj
unlicensed,adj,n,weaksubj
unlikely,anypos,y,weaksubj
unlucky,adj,n,strongsubj
unmoved,adj,n,weaksubj
unnatural,anypos,n,weaksubj
unnaturally,anypos,y,strongsubj
unnecessary,adj,n,weaksubj
unneeded,adj,n,weaksubj
unnerve,verb,y,strongsubj
unnerved,adj,n,strongsubj
unnerving,anypos,n,strongsubj
unnervingly,anypos,n,strongsubj
unnoticed,adj,n,weaksubj
unobserved,adj,n,weaksubj
unorthodox,adj,n,strongsubj
unorthodoxy,noun,n,strongsubj
unpleasant,adj,n,strongsubj
unpleasantries,adj,n,strongsubj
unpleasantries,noun,n,strongsubj
unpopular,adj,n,strongsubj
unprecedent,adj,n,strongsubj
unprecedented,anypos,n,strongsubj
unpredictable,adj,n,weaksubj
unprepared,adj,n,weaksubj
unproductive,adj,n,weaksubj
unprofitable,adj,n,weaksubj
unqualified,adj,n,strongsubj
unravel,adj,n,strongsubj
unravel,noun,n,strongsubj
unraveled,adj,n,weaksubj
unrealistic,adj,n,strongsubj
unreasonable,adj,n,strongsubj
unreasonable,anypos,y,weaksubj
unreasonably,anypos,n,strongsubj
unrelenting,adj,n,strongsubj
unrelenting,anypos,y,strongsubj
unrelentingly,anypos,n,strongsubj
unreliability,adj,n,strongsubj
unreliability,noun,n,strongsubj
unreliable,adj,n,strongsubj
unresolved,adj,n,weaksubj
unrest,noun,n,strongsubj
unruly,adj,n,strongsubj
unsafe,adj,n,weaksubj
unsatisfactory,adj,n,weaksubj
unsavory,adj,n,strongsubj
unscrupulous,adj,n,strongsubj
unscrupulously,anypos,n,strongsubj
unseemly,anypos,y,strongsubj
unsettle,verb,y,strongsubj
unsettled,adj,n,weaksubj
unsettling,anypos,y,strongsubj
unsettlingly,anypos,n,strongsubj
unskilled,adj,n,weaksubj
unsophisticated,adj,n,strongsubj
unsound,adj,n,strongsubj
unspeakable,adj,n,strongsubj
unspeakablely,adverb,n,strongsubj
unspecified,adj,n,weaksubj
unstable,adj,n,weaksubj
unsteadily,adverb,n,weaksubj
unsteadiness,noun,n,weaksubj
unsteady,adj,n,weaksubj
unsuccessful,adj,n,weaksubj
unsuccessfully,adverb,n,weaksubj
unsupported,adj,n,weaksubj
unsure,adj,n,weaksubj
unsuspecting,adj,n,strongsubj
unsustainable,adj,n,weaksubj
untenable,adj,n,strongsubj
untested,adj,n,weaksubj
unthinkable,adj,n,strongsubj
unthinkably,anypos,n,strongsubj
untimely,adj,n,strongsubj
untrue,anypos,n,strongsubj
untrustworthy,adj,n,strongsubj
untruthful,adj,n,strongsubj
unusual,anypos,n,weaksubj
unusually,anypos,n,strongsubj
unwanted,adj,n,strongsubj
unwarranted,adj,n,strongsubj
unwelcome,anypos,n,strongsubj
unwieldy,adj,n,strongsubj
unwilling,adj,n,strongsubj
unwillingly,adverb,n,strongsubj
unwillingness,noun,n,strongsubj
unwise,adj,n,strongsubj
unwisely,adverb,n,strongsubj
unworkable,adj,n,strongsubj
unworthy,adj,n,strongsubj
unyielding,adj,n,strongsubj
upbraid,verb,y,strongsubj
upheaval,noun,n,strongsubj
uprising,noun,n,weaksubj
uproar,noun,n,strongsubj
uproarious,anypos,n,strongsubj
uproariously,anypos,n,strongsubj
uproarous,adj,n,strongsubj
uproarously,anypos,n,strongsubj
uproot,verb,y,weaksubj
upset,adj,n,weaksubj
upset,verb,y,weaksubj
upsetting,adj,n,strongsubj
upsetting,anypos,y,strongsubj
upsettingly,anypos,n,strongsubj
urgency,adj,n,strongsubj
urgency,noun,n,strongsubj
urgent,adj,n,weaksubj
urgent,noun,n,weaksubj
urgently,adverb,n,weaksubj
useless,adj,n,weaksubj
usurp,verb,y,strongsubj
usurper,noun,n,strongsubj
utter,adj,n,strongsubj
utterly,anypos,n,strongsubj
vagrant,noun,n,strongsubj
vague,adj,n,weaksubj
vague,noun,n,weaksubj
vagueness,noun,n,weaksubj
vain,adj,n,strongsubj
vainly,adj,n,strongsubj
vanish,verb,y,weaksubj
vanity,noun,n,weaksubj
vehement,anypos,n,strongsubj
vehemently,anypos,n,strongsubj
vengeance,noun,n,strongsubj
vengeful,anypos,n,strongsubj
vengefully,anypos,n,strongsubj
vengefulness,noun,n,strongsubj
venom,adj,n,strongsubj
venom,noun,n,strongsubj
venomous,adj,n,strongsubj
venomously,anypos,n,strongsubj
vent,adj,n,strongsubj
vent,noun,n,strongsubj
vestiges,adj,n,strongsubj
vestiges,noun,n,strongsubj
veto,adj,n,strongsubj
veto,noun,n,strongsubj
vex,anypos,y,strongsubj
vex,verb,y,strongsubj
vexation,noun,n,strongsubj
vexing,anypos,n,strongsubj
vexingly,anypos,n,strongsubj
vice,noun,n,strongsubj
vicious,adj,n,strongsubj
viciously,anypos,n,strongsubj
viciousness,noun,n,strongsubj
victimize,verb,y,strongsubj
vie,verb,y,strongsubj
vile,adj,n,strongsubj
vileness,noun,n,strongsubj
vilify,verb,y,strongsubj
villainous,anypos,n,strongsubj
villainously,anypos,n,strongsubj
villains,adj,n,strongsubj
villains,noun,n,strongsubj
villian,noun,n,strongsubj
villianous,adj,n,strongsubj
villianously,anypos,n,strongsubj
villify,verb,y,strongsubj
vindictive,anypos,n,strongsubj
vindictively,anypos,n,strongsubj
vindictiveness,noun,n,strongsubj
violate,verb,y,strongsubj
violation,noun,n,weaksubj
violator,adj,n,strongsubj
violator,noun,n,strongsubj
violent,adj,n,weaksubj
violently,adverb,n,weaksubj
viper,noun,n,weaksubj
virulence,noun,n,strongsubj
virulent,adj,n,strongsubj
virulently,anypos,n,strongsubj
virus,adj,n,strongsubj
virus,noun,n,strongsubj
vocally,adverb,n,weaksubj
vociferous,adj,n,strongsubj
vociferously,anypos,n,strongsubj
void,noun,n,weaksubj
volatile,adj,n,weaksubj
volatility,noun,n,weaksubj
vomit,noun,n,weaksubj
vomit,verb,y,weaksubj
vulgar,adj,n,strongsubj
wail,verb,y,strongsubj
wallow,verb,y,weaksubj
wane,verb,y,weaksubj
waning,adj,n,strongsubj
waning,noun,n,strongsubj
wanton,adj,n,strongsubj
war,adj,n,weaksubj
war,noun,n,weaksubj
war-like,adj,n,strongsubj
war-like,noun,n,strongsubj
warfare,noun,n,weaksubj
warlike,adj,n,strongsubj
warning,adj,n,weaksubj
warning,noun,n,weaksubj
warp,verb,y,weaksubj
warped,adj,n,weaksubj
wary,adj,n,strongsubj
warily,adverb,n,strongsubj
wariness,noun,n,strongsubj
waste,noun,n,weaksubj
waste,verb,y,weaksubj
wasteful,adj,n,weaksubj
wastefulness,noun,n,weaksubj
watchdog,adj,n,strongsubj
watchdog,noun,n,strongsubj
wayward,adj,n,strongsubj
weak,adj,n,weaksubj
weaken,verb,y,strongsubj
weakening,adj,n,strongsubj
weakening,noun,n,strongsubj
weakness,adj,n,strongsubj
weakness,noun,n,strongsubj
weaknesses,adj,n,strongsubj
weaknesses,noun,n,strongsubj
weariness,noun,n,strongsubj
wearisome,adj,n,strongsubj
weary,adj,n,strongsubj
weary,noun,n,strongsubj
weary,verb,y,weaksubj
wedge,adj,n,weaksubj
wedge,noun,n,weaksubj
wee,adj,n,strongsubj
weed,noun,n,weaksubj
weep,verb,y,weaksubj
weird,adj,n,strongsubj
weird,noun,n,strongsubj
weirdly,adverb,n,strongsubj
whatever,anypos,y,weaksubj
wheedle,verb,y,strongsubj
whimper,verb,y,strongsubj
whine,anypos,y,strongsubj
whine,verb,y,strongsubj
whips,adj,n,strongsubj
whips,noun,n,strongsubj
wicked,adj,n,strongsubj
wickedly,anypos,n,strongsubj
wickedness,noun,n,strongsubj
widespread,adj,n,weaksubj
wild,adj,n,weaksubj
wildly,adverb,n,weaksubj
wiles,noun,n,strongsubj
wilt,verb,y,strongsubj
wily,adj,n,strongsubj
wince,verb,y,strongsubj
withheld,verb,n,weaksubj
withhold,verb,n,weaksubj
woe,noun,n,strongsubj
woebegone,adj,n,strongsubj
woeful,adj,n,strongsubj
woefully,anypos,n,strongsubj
worn,adj,n,weaksubj
worn,verb,y,weaksubj
worried,adj,n,strongsubj
worriedly,adverb,n,strongsubj
worrier,noun,n,strongsubj
worries,adj,n,strongsubj
worries,noun,n,strongsubj
worrisome,adj,n,strongsubj
worry,adj,n,strongsubj
worry,noun,n,strongsubj
worry,verb,y,strongsubj
worrying,anypos,y,strongsubj
worryingly,anypos,n,strongsubj
worse,adj,n,strongsubj
worsen,anypos,y,strongsubj
worsening,anypos,y,strongsubj
worst,adj,n,strongsubj
worthless,adj,n,strongsubj
worthlessly,anypos,n,strongsubj
worthlessness,noun,n,strongsubj
wound,adj,n,strongsubj
wound,noun,n,strongsubj
wound,verb,y,weaksubj
wounds,adj,n,weaksubj
wounds,noun,n,weaksubj
wreck,noun,n,weaksubj
wreck,verb,y,weaksubj
wrangle,verb,y,strongsubj
wrath,noun,n,strongsubj
wrest,verb,y,strongsubj
wrestle,verb,y,weaksubj
wretch,noun,n,strongsubj
wretched,adj,n,strongsubj
wretchedly,anypos,n,strongsubj
wretchedness,noun,n,strongsubj
writhe,verb,y,weaksubj
wrong,adj,n,weaksubj
wrong,anypos,y,weaksubj
wrongful,adj,n,weaksubj
wrongly,anypos,y,strongsubj
wrought,adj,n,weaksubj
wrought,noun,n,weaksubj
yawn,noun,n,strongsubj
yawn,verb,y,strongsubj
yelp,verb,y,strongsubj
zealot,noun,n,strongsubj
zealous,adj,n,strongsubj
zealously,anypos,n,strongsubj
